HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.keyword1,Input.keyword2,Input.keyword3,Input.mood,Input.first_line,Input.line1,Input.line2,Input.line3,Answer.line1,Answer.line2,Answer.line3,Answer.line4,Approve,Reject
3HFWPF5AK9S98ZD5PPEWMRT9DZF3SU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3AWETUDC931NMYFWVNKTAAOOOLTZID,A3I4B9UVJ33KOW,Submitted,Mon May 06 10:24:03 PDT 2019,Mon May 06 10:25:23 PDT 2019,Mon May 13 10:25:23 PDT 2019,,,,80,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,If you have a dream,"You'd call a nightmare,",It might even seem,Your friend is a bear!,,
3HFWPF5AK9S98ZD5PPEWMRT9DZF3SU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3NC5L260MPVRD3ZZS63RRF4SOKDFO5,A1A8TN89Y1EIZU,Submitted,Sun May 05 14:17:09 PDT 2019,Sun May 05 14:18:53 PDT 2019,Sun May 12 14:18:53 PDT 2019,,,,104,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,"I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,,
3HFWPF5AK9S98ZD5PPEWMRT9DZF3SU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3TVRFO09GLO074NNF8TL5505XPSLXJ,A3FFLXT8AOXTV2,Submitted,Mon May 06 10:37:13 PDT 2019,Mon May 06 10:38:14 PDT 2019,Mon May 13 10:38:14 PDT 2019,,,,61,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,nightmares,night terrors,i fear the end is near,sleep paralisis jesus i trust so i rock this crucifix,,
3INZSNUD80ZPLCJ398KHI5AVCOF9DN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,30BUDKLTXE4DZFTLSGNM0RJ1VSQ5ED,A301AXWA83ICWC,Submitted,Mon May 06 08:05:03 PDT 2019,Mon May 06 08:07:05 PDT 2019,Mon May 13 08:07:05 PDT 2019,,,,122,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,Underneath the microscrope,and even though my mom said nope,"I quickly ate it, it was dope","My mom was right, there is no hope",The cantalope was filled with soap,She tried to pull it with a rope,I died on soapy cantalope,,
3INZSNUD80ZPLCJ398KHI5AVCOF9DN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3GNCZX450JWE2CUSWQUE2EYR17LPA4,A21J53NJURUGOJ,Submitted,Sun May 05 07:14:36 PDT 2019,Sun May 05 07:20:17 PDT 2019,Sun May 12 07:20:17 PDT 2019,,,,341,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,Underneath the microscrope,and even though my mom said nope,"I quickly ate it, it was dope",At the store I bought another cantaloupe.,This time I knew what would be dope!,"I placed the rind underneath the microscope,",It was not as cool as I would hope.,,
3INZSNUD80ZPLCJ398KHI5AVCOF9DN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3WLEIWSYHPQXKS100YTUNND23ZG2HG,A1UII54XO27L1X,Submitted,Mon May 06 10:24:27 PDT 2019,Mon May 06 10:27:14 PDT 2019,Mon May 13 10:27:14 PDT 2019,,,,167,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,Underneath the microscrope,and even though my mom said nope,"I quickly ate it, it was dope",We glued our eyes to the microscope,couldn't believe we saw a cantelope,and it was hanging from a long rope,could we reach it? the answer is nope,,
3OND0WXMHWONSOFM3FJT14Q4VDOHEE,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3WLEIWSYHPQXKS100YTUNND23W52HZ,A1OF1SNRBTYBOZ,Submitted,Sun May 05 23:45:34 PDT 2019,Sun May 05 23:49:16 PDT 2019,Sun May 12 23:49:16 PDT 2019,,,,222,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,the cantaloupe move to the edge,there is my aunt with a microscope,trying to tell me that is a veg,"All I could give her was a big ""nope""",But she swore it like a pledge,I really hate to break her hope,So I offered her a wedge,,
3OND0WXMHWONSOFM3FJT14Q4VDOHEE,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3WMOAN2SRC6YRFLDR68IUC79M8ZNVX,A1R43C7RZJJCIX,Submitted,Mon May 06 04:44:28 PDT 2019,Mon May 06 04:50:51 PDT 2019,Mon May 13 04:50:51 PDT 2019,,,,383,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,the cantaloupe move to the edge,there is my aunt with a microscope,trying to tell me that is a veg,I thought of something funny,while talking to my dad,if I was a nanny,I would surely be dead,,
335VBRURDJ9UDIX353V1ONSGC0G9EG,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3IHR8NYAM8AZ0NEBNPKNPBCR9XM4P5,A3LSN0FGHICOYN,Submitted,Sun May 05 06:20:49 PDT 2019,Sun May 05 06:23:01 PDT 2019,Sun May 12 06:23:01 PDT 2019,,,,132,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,under the microscope to take a quick peek.,"Looking for the secret to the cantaloupe's sweetness, but nope,","Its sweetness secrets I could not find, which makes me mope.",as soon as i hit the door,i knew it was ment to be,i followed the path and found what i need,jumping for glee i saw it was me,,
335VBRURDJ9UDIX353V1ONSGC0G9EG,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3OS46CRSLG8QKUFLSPM1S1LNRJRV6E,A1IXZN8WB5KKJ5,Submitted,Mon May 06 10:18:35 PDT 2019,Mon May 06 10:19:44 PDT 2019,Mon May 13 10:19:44 PDT 2019,,,,69,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,under the microscope to take a quick peek.,"Looking for the secret to the cantaloupe's sweetness, but nope,","Its sweetness secrets I could not find, which makes me mope.","Nope, I can't see the cantaloupe",I've searched high and low,Maybe if I use the microscope,Because I know it's bigger than my toe,,
335VBRURDJ9UDIX353V1ONSGC0G9EG,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3UWN2HHPUZEIZN49XB3DJPN2N3ENSZ,A2ERVNIRJB4SCB,Submitted,Mon May 06 02:34:08 PDT 2019,Mon May 06 02:41:19 PDT 2019,Mon May 13 02:41:19 PDT 2019,,,,431,0% (0/0),0% (0/0),0% (0/0),NOPE (Falling Up),cantaloupe,microscope,nope,Funny,I put a piece of cantaloupe,under the microscope to take a quick peek.,"Looking for the secret to the cantaloupe's sweetness, but nope,","Its sweetness secrets I could not find, which makes me mope.",my nose filled with the cantaloupe,Dang man now I'm a dope,My life seems in a microscope,"I'm done man, I'm like nope",,
3L1EFR8WWTEMJWXZ0EF765DGO1V9FY,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3WSELTNVR4BCU4NZD73Y7OZOQC5ATX,A29V3LDV8VOM0K,Submitted,Sun May 05 19:19:09 PDT 2019,Sun May 05 19:23:01 PDT 2019,Sun May 12 19:23:01 PDT 2019,,,,232,0% (0/0),0% (0/0),0% (0/0),MY RULES (Where the Sidewalk Ends),marry,rules,troubled,Funny,"If you want to marry me, here’s what you’ll have to do:","Be polite and thoughtful, following all the rules.",I won't be troubled or wed by a grumpy rude man,"No, only a kind and caring soul will do.",So if you want to marry me,Break not the rules and behave yourself,Or else I won't be troubled to wear your ring,But place it on this dusty shelf,,
36JW4WBR06TFY2FIYQ3ZJMB47E3HFW,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:48 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3EG49X351VLIOJKGS4NJGMI87TK6XB,A3H1RWJNQOB96N,Submitted,Mon May 06 04:53:06 PDT 2019,Mon May 06 04:55:12 PDT 2019,Mon May 13 04:55:12 PDT 2019,,,,126,0% (0/0),0% (0/0),0% (0/0),MY RULES (Where the Sidewalk Ends),marry,rules,troubled,Funny,"If you want to marry me, here’s what you’ll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,","if you want to marry me, here's what you'll have to do:",you must learn how to make a perfect chicken -dumping stew.,"and you must sew my holey socks,","and soothe my troubled mind,",,
36JW4WBR06TFY2FIYQ3ZJMB47E3HFW,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:48 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3R5F3LQFV3TXIKQZTIXYU7KA0PTOZO,A3033OVXHR84O,Submitted,Sun May 05 18:59:51 PDT 2019,Sun May 05 19:04:30 PDT 2019,Sun May 12 19:04:30 PDT 2019,,,,279,0% (0/0),0% (0/0),0% (0/0),MY RULES (Where the Sidewalk Ends),marry,rules,troubled,Funny,"If you want to marry me, here’s what you’ll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",To marry,"Me, I have given you the rules",I am no wish fairy,but you would always have the right tools.,,
37M4O367VJR9OJN4JB63PFSNZ6OM5R,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3HHRAGRYX9EICT8MPK3ZHJIHLMQ9OF,ARR2DFJ5ARX3I,Submitted,Sun May 05 15:56:07 PDT 2019,Sun May 05 15:58:04 PDT 2019,Sun May 12 15:58:04 PDT 2019,,,,117,0% (0/0),0% (0/0),0% (0/0),MY RULES (Where the Sidewalk Ends),marry,rules,troubled,Funny,"If you want to marry me, here’s what you’ll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",so marry me and follow rules,and troubled you won't be,I'll give you all the tools,and i will set you free,,
37M4O367VJR9OJN4JB63PFSNZ6OM5R,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3QIYRE09Y4QI535FKSOTNO0TXZZ1NJ,A2ILVU6N0FXRNM,Submitted,Sun May 05 09:44:10 PDT 2019,Sun May 05 09:46:23 PDT 2019,Sun May 12 09:46:23 PDT 2019,,,,133,0% (0/0),0% (0/0),0% (0/0),MY RULES (Where the Sidewalk Ends),marry,rules,troubled,Funny,"If you want to marry me, here’s what you’ll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",For if you want to marry me,These are the rules to go by,"Whenever I am trouble, and you can see",then make me laugh instead of sigh,,
37M4O367VJR9OJN4JB63PFSNZ6OM5R,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3VD82FOHKRXKARFP14DQJ9JPSERCOC,A2IMGOMY783QJ5,Submitted,Mon May 06 15:16:18 PDT 2019,Mon May 06 15:19:53 PDT 2019,Mon May 13 15:19:53 PDT 2019,,,,215,0% (0/0),0% (0/0),0% (0/0),MY RULES (Where the Sidewalk Ends),marry,rules,troubled,Funny,"If you want to marry me, here’s what you’ll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",If the dumplings are too chewy,I will surely throw a fit,I'm very very moody,With my shoe you're sure to get hit,,
3XEDXEGFX3XF3O101TNBT74STTIK0Z,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,36W0OB37HXNNQ34CP528AYN9O7SHZE,A1M5G8WBRNO6DX,Submitted,Mon May 06 04:20:24 PDT 2019,Mon May 06 04:27:24 PDT 2019,Mon May 13 04:27:24 PDT 2019,,,,420,0% (0/0),0% (0/0),0% (0/0),DIVING BOARD (Falling Up),diving,board,dive,Funny,You’ve been up on that diving board,Won't you take a dive?,You've been on that diving board since dawn,and it's 11:35.,"Wipe away those pathetic tears,",Like the board - stay calm and cool,"Let go of any diving fears,",Dive - head first - inside that empty pool.,,
3XEDXEGFX3XF3O101TNBT74STTIK0Z,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3A9AA95ATXVHW6IB1U3XU3I59V6P5O,A2MTUKW78A2XGN,Submitted,Sun May 05 16:37:06 PDT 2019,Sun May 05 16:42:13 PDT 2019,Sun May 12 16:42:13 PDT 2019,,,,307,0% (0/0),0% (0/0),0% (0/0),DIVING BOARD (Falling Up),diving,board,dive,Funny,You’ve been up on that diving board,Won't you take a dive?,You've been on that diving board since dawn,and it's 11:35.,It's hot out in the sun,The water would be cool,hurry up and get it done,Just dive in the damn pool,,
3XEDXEGFX3XF3O101TNBT74STTIK0Z,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:43 PDT 2019,,,3R08VXYT7D4M3JTV19WPKH4XT2Z7WJ,ABIFGXH5K1CJZ,Submitted,Mon May 06 05:00:03 PDT 2019,Mon May 06 05:03:27 PDT 2019,Mon May 13 05:03:27 PDT 2019,,,,204,0% (0/0),0% (0/0),0% (0/0),DIVING BOARD (Falling Up),diving,board,dive,Funny,You’ve been up on that diving board,Won't you take a dive?,You've been on that diving board since dawn,and it's 11:35.,Oh please may you jump?,It'll make you feel alive.,If you're scared just count to ten,I promise you'll survive.,,
32204AGAABLLC2BD9A9H17BG8T3HGV,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:48 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3KOPY89HM9BIWGS9SYAKIAY9M3DJ32,A2ERVNIRJB4SCB,Submitted,Mon May 06 02:46:08 PDT 2019,Mon May 06 02:51:13 PDT 2019,Mon May 13 02:51:13 PDT 2019,,,,305,0% (0/0),0% (0/0),0% (0/0),DIVING BOARD (Falling Up),diving,board,dive,Funny,You’ve been up on that diving board,Looking to take a sharp dive,And if you knew what all this was truly for,You would have taken the slide,Clowns love diving,People love to hit the board,Painted faces love depriving,Now dive into the mental ward,,
32204AGAABLLC2BD9A9H17BG8T3HGV,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:48 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:59 PDT 2019,,,3PM8NZGV8ZPBY1307D1HMRZZ8XSQXV,A2TJB4HNOC0AWF,Submitted,Mon May 06 14:38:45 PDT 2019,Mon May 06 14:42:34 PDT 2019,Mon May 13 14:42:34 PDT 2019,,,,229,0% (0/0),0% (0/0),0% (0/0),DIVING BOARD (Falling Up),diving,board,dive,Funny,You’ve been up on that diving board,Looking to take a sharp dive,And if you knew what all this was truly for,You would have taken the slide,Off the diving board I fell,Not actually a dive,"An akward belly flop, I remember it well","I was slowly learning, I was only five",,
3DA79LNS594ANZQKEPJMWWPVFIT3TJ,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:26:00 PDT 2019,,,34PGFRQONPKFNEUX2ILMN796KTSWJ0,A2ZBAJ79BPP5CV,Submitted,Sun May 05 14:09:40 PDT 2019,Sun May 05 14:19:29 PDT 2019,Sun May 12 14:19:29 PDT 2019,,,,589,0% (0/0),0% (0/0),0% (0/0),HAPPY ENDING? (Every Thing On It),endings,start,happy,Neutral,There are no happy endings.,Life is one big continuous dream.,It provides you a lot of vendings.,"But be careful, because nothing is as it seems.",Watch grandma start her fabric and mendings.,"She seems busy, but happy, but tired.",Her withered hands might find their endings.,When her laborings are no longer required.,,
3DA79LNS594ANZQKEPJMWWPVFIT3TJ,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:26:00 PDT 2019,,,3S96KQ6I9NDASBQBXHU0XP7UBJ2TDQ,A3TRPXIGIR8PHJ,Submitted,Mon May 06 07:09:19 PDT 2019,Mon May 06 07:11:16 PDT 2019,Mon May 13 07:11:16 PDT 2019,,,,117,0% (0/0),0% (0/0),0% (0/0),HAPPY ENDING? (Every Thing On It),endings,start,happy,Neutral,There are no happy endings.,Life is one big continuous dream.,It provides you a lot of vendings.,"But be careful, because nothing is as it seems.",there are happy endings.,start happy.,life starts one big continuous dream.,"but be happy, because nothing is as it seems.",,
3MDKGGG61QW9KID2XRHK3Z1FP9V6TS,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:26:01 PDT 2019,,,3GGAI1SQEW7WAOUDOOYDR5UKWCNCM3,A13XLIF77WB05P,Submitted,Mon May 06 09:54:45 PDT 2019,Mon May 06 09:55:19 PDT 2019,Mon May 13 09:55:19 PDT 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),HAPPY ENDING? (Every Thing On It),endings,start,happy,Neutral,There are no happy endings.,"To start, admit this is so",But only complex blendings,Of happy and sad we know.,There are no happy endings.,"To start, admit this is so",But only complex blendings,Of happy and sad we know.,,
3MDKGGG61QW9KID2XRHK3Z1FP9V6TS,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:43 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:26:01 PDT 2019,,,3OB0CAO74IYNLDU7TJ0PWRE7I8LYHR,A239B4RL76LE7S,Submitted,Sun May 05 13:37:44 PDT 2019,Sun May 05 13:41:23 PDT 2019,Sun May 12 13:41:23 PDT 2019,,,,219,0% (0/0),0% (0/0),0% (0/0),HAPPY ENDING? (Every Thing On It),endings,start,happy,Neutral,There are no happy endings.,"To start, admit this is so",But only complex blendings,Of happy and sad we know.,Endings are merely beginnings,To end one must start,I am always happy spreading my wings,My story I will chart,,
